4.34,11.59,5.07,7.53,9.40
7.80,7.43,4.85,10.80,7.83
12.40,10.20,8.85,11.28,5.83
3.56,9.17,5.36,6.88,7.17
10.62,5.21,9.47,8.89,3.52
7.87,9.40,9.18,6.60,5.40
2.18,5.70,13.08,9.28,10.76
6.01,7.37,12.40,7.13,6.77
2.38,8.94,8.59,6.03,5.78
11.91,10.77,6.93,14.21,4.41
7.60,4.88,8.73,14.22,6.64
9.31,9.45,16.86,5.26,7.38
7.41,6.98,1.23,2.88,7.68
0.50,9.49,12.49,11.05,5.98
9.69,7.46,10.60,12.54,6.32
11.64,12.12,12.26,8.85,4.93
8.66,7.08,8.03,4.54,6.29
12.60,5.81,11.05,9.45,4.45
6.86,10.05,9.54,8.33,2.43
12.16,9.45,8.11,6.93,9.50
13.05,9.46,8.56,8.51,4.73
10.00,7.29,4.35,3.45,7.85
6.35,5.79,12.04,8.41,9.95
7.88,2.65,4.49,9.60,9.17
8.01,12.36,11.74,10.24,1.33
2.57,6.71,7.05,6.96,10.76
11.28,4.91,7.56,4.79,5.96
7.94,5.48,3.58,5.23,15.16
7.01,7.76,6.16,7.44,8.42
4.99,11.98,3.97,8.78,6.51
3.74,3.75,5.54,6.67,6.85
7.46,9.54,9.80,7.11,4.02
4.78,4.61,11.68,7.32,7.03
7.32,6.84,8.19,5.49,5.30
6.03,9.43,9.50,9.15,11.88
10.58,9.30,10.80,12.10,10.53
11.73,14.36,7.07,10.88,4.17
8.55,5.63,9.59,9.54,4.40
10.30,8.49,6.66,8.57,10.60
6.05,5.64,11.11,8.66,6.28
8.15,10.70,4.72,2.93,12.32
6.86,10.17,8.92,3.11,8.14
3.94,7.93,3.98,15.07,6.76
7.17,5.86,12.99,9.33,13.43
10.21,11.28,7.76,8.59,6.83
10.86,7.80,9.53,8.79,8.40
11.04,6.19,3.89,13.09,5.98
4.87,1.98,9.66,8.07,8.00
7.72,9.09,5.04,3.37,8.27
7.41,7.56,5.63,6.74,8.95
5.24,10.02,3.23,2.66,8.87
12.41,7.59,8.60,8.88,7.91
8.08,9.09,8.00,7.91,12.30
4.66,3.70,5.53,10.08,1.94
10.06,10.86,0.50,2.42,8.66
10.86,11.07,3.94,7.98,7.38
13.41,8.75,7.74,5.89,4.04
5.10,10.04,8.74,8.53,3.17
7.93,3.67,10.51,4.58,3.67
7.22,2.25,8.29,8.44,5.79
6.06,6.68,13.51,10.44,8.64
5.62,4.94,15.08,7.53,8.31
4.05,11.16,8.48,0.87,4.39
7.26,7.89,5.30,4.09,4.11
8.11,7.91,5.51,5.88,9.21
4.89,0.57,5.54,13.84,10.47
1.41,9.36,9.49,7.97,12.58
1.55,11.72,0.61,11.52,6.08
5.73,13.02,4.86,6.70,5.11
6.76,12.24,5.44,6.09,1.96
9.20,11.47,11.68,8.53,9.01
5.33,7.94,7.69,10.03,12.26
8.61,6.51,9.18,12.27,10.72
5.37,7.00,14.56,5.36,6.73
10.00,6.55,11.80,6.15,8.32
13.36,11.05,12.97,4.18,10.57
12.07,7.88,12.34,2.76,11.49
6.63,8.81,10.33,3.79,6.46
2.68,7.89,7.78,10.91,2.85
11.00,13.77,9.22,8.06,9.44
8.03,5.08,4.59,9.04,8.33
3.79,4.54,7.82,12.81,6.86
9.26,14.27,12.49,5.22,8.15
8.36,7.90,12.60,8.95,9.02
4.73,8.88,13.33,10.45,6.62
4.03,12.24,3.70,12.14,5.52
10.19,9.27,12.52,6.71,2.22
4.21,2.75,13.61,2.77,8.25
4.17,10.17,12.67,4.59,6.02
8.45,8.46,5.91,8.05,6.34
5.56,9.24,5.90,8.01,12.68
5.77,9.31,11.74,9.16,4.57
11.40,5.55,8.03,2.57,8.31
1.65,4.07,2.22,4.77,6.75
9.05,6.35,8.16,5.47,8.28
9.81,3.87,3.97,10.24,8.99
15.69,6.43,13.73,11.21,0.50
7.92,6.18,8.47,1.61,4.19
9.74,8.42,2.84,8.75,9.53
9.77,9.17,8.21,9.52,10.56
9.68,7.51,7.91,6.37,5.76
5.97,9.13,10.10,12.74,5.94
8.42,6.99,2.47,8.01,15.03
5.09,5.26,10.23,4.34,6.75
5.82,8.35,12.74,8.47,8.04
4.89,9.94,15.24,11.65,12.30
8.67,10.47,6.31,6.21,4.39
8.88,7.51,9.50,8.18,13.18
10.96,4.76,4.71,4.49,9.77
3.89,8.77,8.78,8.80,7.20
4.95,5.73,6.92,11.39,9.00
2.96,3.66,6.18,7.99,7.00
10.98,6.31,5.24,1.50,6.75
5.11,7.27,5.79,8.06,14.66
11.91,6.94,11.01,10.50,7.41
4.78,10.82,8.07,10.96,9.29
9.30,9.09,9.58,7.73,3.64
2.25,9.41,7.76,3.15,1.63
3.75,1.83,8.94,10.64,7.50
10.99,7.39,15.96,10.52,8.52
9.39,9.70,9.63,8.38,7.91
8.48,11.23,9.48,8.02,6.89
10.47,6.61,10.43,4.36,3.19
6.58,10.39,10.94,10.45,4.48
8.13,5.57,11.50,10.22,7.69
6.65,6.27,10.60,12.96,10.10
4.64,0.85,12.83,5.21,6.81
7.46,4.91,11.07,7.95,9.93
6.76,12.20,9.72,9.89,15.03
8.10,7.82,8.48,0.50,9.46
11.14,6.54,9.23,9.69,4.60
4.52,8.46,9.45,8.70,8.04
4.09,6.34,9.18,9.35,6.21
6.52,8.16,10.83,8.55,3.99
6.78,0.50,10.26,6.82,8.47
6.76,3.75,9.03,10.43,10.43
7.92,1.38,9.32,14.77,11.23
11.33,6.20,7.76,7.97,8.57
12.25,14.35,8.95,9.31,6.28
5.20,12.67,8.24,13.78,14.57
9.88,10.53,6.04,8.68,7.49
11.00,10.61,5.93,7.35,6.72
10.92,2.67,7.56,6.94,12.30
10.31,10.17,9.96,3.14,5.51
13.98,12.55,11.31,5.93,6.49
10.92,8.99,12.29,9.16,8.31
3.87,9.24,12.84,6.50,6.21
5.63,12.32,11.47,4.72,13.58
5.81,9.63,10.38,11.26,12.48
8.98,7.53,10.38,15.99,5.55
3.92,13.04,8.47,10.82,6.78
6.91,6.14,6.59,8.47,4.97
6.18,10.05,8.02,8.45,10.12
10.79,1.97,6.64,9.34,2.24
8.67,10.52,6.78,9.87,9.77
4.28,3.76,5.78,12.41,7.27
5.12,10.32,5.95,6.54,10.07
8.71,8.30,4.91,5.84,7.15
3.86,12.45,4.44,5.97,12.74
11.67,12.08,4.49,8.70,3.42
7.77,8.54,2.51,12.75,11.80
6.40,3.64,2.33,5.92,6.86
7.27,10.39,2.11,8.80,9.28
9.35,6.16,3.81,13.25,6.31
13.53,9.65,4.13,9.73,7.77
10.61,8.17,8.93,8.21,5.18
6.63,10.45,8.38,9.00,8.17
7.65,4.63,7.08,5.47,10.88
12.70,9.24,6.56,10.85,5.51
6.39,3.82,8.46,11.31,11.19
7.91,10.83,9.65,4.05,7.31
9.92,2.59,8.70,12.42,8.98
9.17,5.52,8.68,8.88,12.86
5.91,7.98,7.67,7.06,6.11
9.18,10.55,8.45,8.59,15.37
8.27,9.17,7.76,11.18,9.42
8.53,14.03,7.79,8.83,2.10
4.18,7.27,6.83,6.14,12.47
5.97,10.27,5.22,13.76,7.37
11.40,3.32,6.77,7.58,7.90
7.95,4.65,6.36,5.64,9.35
5.34,6.01,5.73,5.48,9.20
10.06,11.58,6.14,9.23,7.38
7.16,7.96,5.25,7.17,7.21
6.18,7.92,4.80,6.51,3.04
7.34,14.41,4.62,7.70,11.80
5.87,3.22,6.43,7.80,6.54
8.29,5.35,6.19,8.26,11.35
5.24,9.82,5.41,10.40,7.34
2.71,3.71,5.95,3.42,11.94
