Φ_d inference,schedulability check,feature aggregation,KZG commit,PROMOTE RTT,AppendEntries quorum,total_J,trial
0.10377190663280181,0.09735790273417397,0.2320211325221641,0.30839200937224315,0.8392991880516667,2.216957032945691,3.7977991722587405,0
0.11036752576194359,0.11643236287002318,0.21652185380916936,0.1957474214716511,1.2716067600019354,2.267824743418407,4.17850066733313,1
0.105671601453806,0.08954503117038506,0.17934682283040534,0.10468260938881152,1.5399122148162707,2.686499523222337,4.7056578028820155,2
0.1612275736415555,0.04888669937371637,0.22090494233628896,0.2545784315097656,0.8642052123668662,1.8706417021461406,3.4204445613743335,3
0.08044626542164932,0.09650565415348446,0.28318619956955987,0.3527318199865804,0.507580811624606,1.9968780414968408,3.317328792252721,4
0.07594205724239658,0.0735128200874371,0.1875819188952376,0.3336356190452417,1.3408139597468929,2.065823839593085,4.077310214610291,5
0.13159347263460275,0.13552982607633987,0.07233540807714933,0.28896279508972733,1.304115822715983,2.8112850952291946,4.7438224198229975,6
0.10003690460072448,0.1059749107501694,0.18629310723188913,0.22875265289941804,0.8635987644484833,1.4050120670021227,2.889668406932807,7
0.04785200804509355,0.07326714413637736,0.13194466457175064,0.2718706294977272,0.3062255260909891,1.8866616823492353,2.717821654691173,8
0.0759148919205137,0.10485699814158005,0.11718272864788835,0.35248839020453326,1.3430359068076267,1.7284333981952607,3.721912313917403,9
0.06689984652803405,0.08549950719511121,0.16090973713409717,0.3213580685115514,0.9254257811683327,2.07588983090711,3.6359827714442363,10
0.10102578301759553,0.12719495080619925,0.2612360539292966,0.2591754338569866,0.9106091466680659,1.683569484179945,3.342810852458089,11
0.09979519660403431,0.12092286584609806,0.23707942106442415,0.35791652333199925,1.485632867000223,1.2766651144122028,3.5780119882589814,12
0.1548026967987227,0.03843336179603933,0.24790319876544237,0.3055709782128756,1.3954750072543205,2.231377549999033,4.373562792826434,13
0.12086559310114506,0.08041051663282538,0.12132548335261467,0.0660023542527308,0.8940303509251928,2.7485638235666747,4.031198121831183,14
0.05707380931422739,0.08126904567360571,0.21969691784001905,0.25807306976784017,1.1576848613552526,2.4843941740456077,4.258191877996553,15
0.08215828906478871,0.11261566974839672,0.2519677061611879,0.38247373956308384,1.545353829618683,1.7688863714898568,4.143455605645997,16
0.1330378736051754,0.10676862553292356,0.17300142423732484,0.19918065145180536,0.4316136190482235,2.011182974589971,3.0547851684654237,17
0.08702979983376694,0.07739806456219155,0.233692182896399,0.21137483213801123,1.6041746749273433,2.5544672220206874,4.7681367763784,18
0.08889925692027989,0.11988157384064427,0.220792874032316,0.2505469033026875,1.201642240470899,1.1299702964688505,3.0117331450356772,19
0.08920994632985829,0.12407350202975423,0.2698434059809047,0.3253788742067643,1.124240257610733,1.706270117896866,3.639016104054881,20
0.11076320224011743,0.13021354616286915,0.1106834381344409,0.4349290806932602,0.9858048363531587,1.520012849374908,3.2924069529587543,21
0.058071447258878715,0.07591981019808929,0.13488654969718442,0.25018517063648893,1.4341840346180916,1.0392116650307317,2.9924586774394646,22
0.11659781766666216,0.10435201218438948,0.1971005006066737,0.11448511242227474,1.129448250312655,0.7242321293294709,2.386215822522126,23
0.1405224196999168,0.10686181169402018,0.14185049198709687,0.28503313405705566,0.8981606212990066,1.863394205926576,3.4358226846636724,24
0.11062119052451894,0.09990069263468299,0.1734200989768671,0.11787468260922077,1.0056146132509214,2.5564212901933545,4.063852568189565,25
0.04224806505688579,0.03962409538775994,0.2577231573289892,0.42502255250827253,1.3988552113917563,1.7422445027672215,3.9057175844408856,26
0.13763344759145577,0.11553804035772178,0.24824405650704584,0.2134257288815808,1.2601052074343917,1.8991035445180655,3.8740500252902614,27
0.06379451540899675,0.10262715835840504,0.18845014507754365,0.25806280392365166,1.0874012763160628,2.557027787058582,4.257363686143242,28
0.08824390474218347,0.10099840803046692,0.19174049171578036,0.2865624487879631,1.0187847632535276,1.8645733512037412,3.550903367733663,29
0.1472392342950439,0.11486566773405639,0.15150555912211713,0.2830396440509858,0.9139810242996362,3.4174513521282446,5.028082481630085,30
0.0881409613424029,0.10527829770031459,0.2303564134397784,0.22222721602182377,1.2302992759419675,2.1530348730646036,4.02933703751089,31
0.12727435638160717,0.11502793280915932,0.1987230809454547,0.35220045154945356,0.8047138978809939,0.9023045317414284,2.5002442513080974,32
0.11195109901791918,0.0887435332516495,0.22944174718742227,0.30336944823539624,0.528729844207883,2.6009928499598116,3.8632285218600817,33
0.09880226023158596,0.0748452655815617,0.32870115949818723,0.3385438380953543,1.1930639873606665,1.875243992051336,3.909200502818692,34
0.06585467005499836,0.11542438724230687,0.2575044000252877,0.35883953712868133,1.4343894262846915,2.001985144804631,4.233997565540596,35
0.06670582412558218,0.0942412797426179,0.1868433191876492,0.2810546006338961,1.3356405141083982,2.0798657594363714,4.044351297234515,36
0.12699709300379058,0.09083249437163597,0.13429573218644325,0.3526958141014717,1.286627757671419,2.3147786222073523,4.306227513542113,37
0.14337234487628397,0.10275597562619497,0.2134629622528851,0.3698411126493877,1.134951055113615,2.9159994133899563,4.8803828639083235,38
0.10076504664534686,0.10589357255741545,0.20914944067582136,0.23042304038920755,0.6491692049817983,2.206666578597545,3.5020668838471343,39
0.06573723082823263,0.07861326839582936,0.16213712465971428,0.3614926505039493,0.6886193605217001,1.3843781988099453,2.740977833719371,40
0.0630500509325567,0.10534237895441738,0.1996536938218177,0.34012282361238305,0.6019815121571845,2.6646608999945034,3.974811359472863,41
0.10914151239263295,0.0792003178751901,0.23752255979032288,0.3752451773112971,0.41468944340384906,1.2186922958826092,2.434491306655901,42
0.10732688520015281,0.11356356640157712,0.17072353093239653,0.22730615014997213,0.4024485366635906,2.582973789191721,3.60434245853941,43
0.1433788819868284,0.10204610279280564,0.2163376388882044,0.3909169915713971,1.2472731807303907,2.347373906266903,4.447326702236529,44
0.08626404381005312,0.08754282635695829,0.20676450132147728,0.36751220750453545,0.9554503935537937,2.1574902691137585,3.8610242416605765,45
0.0849125230019197,0.12435780874175509,0.18644402965226148,0.35841466591779164,0.6492083449010652,1.142319860278132,2.545657232492925,46
0.08000689179666767,0.10194901931532793,0.10501765856057094,0.14479441929563053,0.5768442586896572,1.5196467674099055,2.5282590150677597,47
0.09077124321832704,0.12699182530739003,0.20964132728137233,0.4125246369054459,1.0486618038979814,1.3888323671017668,3.2774232037122832,48
0.1171196804074048,0.12765216283995973,0.21194268790143309,0.17845070121202544,1.0360490269901734,2.0654245110840477,3.736638770435044,49
0.11459144212096663,0.09045216042899758,0.2334669809827095,0.18901643643265767,1.4997665288975155,1.88544108967871,4.0127346385415565,50
0.0827466750906825,0.08755801366761046,0.2040127397631768,0.40019778797693045,0.9028310135579015,1.3390137459436082,3.01635997599991,51
0.07522149322154129,0.10485011402239211,0.19680744584296167,0.2924509035189634,1.0970356450095193,2.399572899935944,4.165938501551322,52
0.1031404498639697,0.08386909373223342,0.2445986565121357,0.2257159392019255,0.6592996968241491,2.308074806359184,3.6246986424935974,53
0.07086306021420513,0.09605400487627606,0.2622502080998603,0.43990579604040037,0.8451782787925174,2.7771123717076995,4.491363719730959,54
0.12526783948272138,0.04047777656980441,0.18474880597037163,0.4159910337919037,0.6268115584430312,2.0319263586294007,3.425223372887233,55
0.07450177847946379,0.10643881696213099,0.2894521429891384,0.37034713569591465,1.1114778461859118,2.8926162700888494,4.844833990401409,56
0.10994940427964375,0.10921021957201871,0.27789483949175625,0.40671077781362386,1.0474573045160038,2.219527747684936,4.170750293357982,57
0.08274797976351331,0.10184127472633178,0.09441143853886916,0.18823634973484366,0.7730404515570889,1.8666429871008812,3.106920481421528,58
0.06979012863071318,0.1320465719176145,0.29608605862523485,0.29870230852567775,0.7190021615506963,1.645472587471172,3.1610998167211086,59
0.06846326939428349,0.09276025144926864,0.24058129598382014,0.1999015348170166,0.6172308561045614,2.644267660871501,3.8632048686204508,60
0.08299708691611621,0.07886851637268542,0.25310399634830133,0.20965182684304567,0.4661784075713571,2.392973740613236,3.483773574664742,61
0.06933228564136572,0.07050369043026664,0.17653289874112027,0.26589317745844104,0.7246938005763361,1.8251565472972837,3.1321124001448135,62
0.12136029362336781,0.1464560865684146,0.11701122193869241,0.29301606239331257,1.3698788874542722,2.6412869126872196,4.689009464665279,63
0.08432427481736199,0.09640732475001086,0.1281730733434377,0.35066028385179576,1.4048048268374895,2.7428813119709483,4.807251095571044,64
0.06662463886436294,0.10390922668096929,0.26203410124765897,0.17459083681810061,0.8088266449658817,1.5469761316825896,2.962961580259563,65
0.11623099936415152,0.08920164993751294,0.17536423847030178,0.21523316529051018,0.6021957146954229,1.0689475552065693,2.2671733229644686,66
0.08279664227306555,0.1003842173612799,0.1943877677632951,0.2699111515089713,1.4306465080964264,2.505104162507386,4.583230449510424,67
0.15602604937956233,0.11724417299674159,0.2355239301178738,0.30114976268425897,1.3964807782587485,2.4842212028499464,4.690645896287132,68
