1.0,6
3.0,6
6.0,4
10.0,2
11.0,4
12.0,1
19.0,1
29.0,4
32.0,5
40.0,5
43.0,6
49.0,7
51.0,2
53.0,6
55.0,6
59.0,2
63.0,4
65.0,2
71.0,5
72.0,7
76.0,1
80.0,2
88.0,4
89.0,1
90.0,4
92.0,7
93.0,1
96.0,4
101.0,6
106.0,2
119.0,6
120.0,6
128.0,2
131.0,6
133.0,2
135.0,4
136.0,7
140.0,1
150.0,4
152.0,2
155.0,6
156.0,7
157.0,1
166.0,5
172.0,7
182.0,2
193.0,1
194.0,6
201.0,5
202.0,1
205.0,1
222.0,1
226.0,6
237.0,4
238.0,5
243.0,4
244.0,6
251.0,2
257.0,2
258.0,7
263.0,4
267.0,5
275.0,4
277.0,4
291.0,4
294.0,6
296.0,2
297.0,1
