229.805,532.609,355.249,795.165,509.805
361.544,611.202,267.499,602.550,437.677
367.891,237.390,468.261,693.516,478.931
390.468,253.361,251.789,495.256,31.250
382.559,653.820,506.720,235.846,593.229
587.306,294.030,685.500,446.055,402.560
472.615,658.491,821.856,294.586,507.475
306.857,454.823,402.886,605.938,1166.284
181.295,543.244,586.526,1123.961,601.467
582.245,597.184,544.315,274.163,457.405
543.175,255.906,172.992,538.182,765.661
666.081,346.689,601.001,718.574,249.391
728.303,600.999,288.689,551.807,676.587
407.117,643.121,826.594,272.843,184.556
234.134,174.352,458.209,611.801,386.044
407.433,773.106,360.834,884.670,208.894
764.603,597.756,543.461,119.214,705.292
199.593,474.387,655.614,564.382,872.202
530.314,378.893,420.123,751.763,551.338
654.066,387.163,487.875,773.711,381.630
503.874,290.601,548.720,536.375,685.256
442.884,691.278,313.479,590.824,402.582
387.563,572.390,590.611,595.360,405.057
625.284,412.445,571.219,434.798,369.530
400.059,621.254,779.476,405.386,884.355
388.706,682.472,585.083,385.542,686.363
479.183,773.829,643.407,48.849,610.230
507.367,365.461,52.032,659.554,435.175
234.847,588.487,588.548,561.147,318.070
534.455,486.850,796.062,570.085,415.538
264.218,220.190,705.613,432.069,473.769
283.386,658.550,231.549,314.234,521.989
298.089,244.854,586.529,416.218,180.712
549.587,508.190,643.416,550.554,271.385
347.189,607.367,456.327,311.411,272.658
183.307,364.454,642.263,268.136,388.901
546.871,699.505,530.728,795.131,383.662
343.072,699.835,597.734,441.980,768.682
518.134,593.268,409.667,317.510,535.001
605.426,326.996,528.012,866.424,522.792
354.499,247.984,525.006,525.670,617.718
679.515,783.059,222.873,429.448,484.079
257.459,671.375,481.967,268.625,480.976
443.208,805.091,226.344,541.880,494.370
689.150,541.839,498.542,619.583,641.301
737.736,138.799,642.914,445.034,439.515
509.914,596.650,280.877,445.202,643.447
344.757,332.265,836.627,406.263,361.211
464.819,466.627,576.628,329.411,556.000
678.904,225.322,214.534,682.879,982.149
