229.805,532.609,355.249,795.165,509.805,499.076,441.395
361.544,611.202,267.499,602.550,437.677,454.590,616.320
367.891,237.390,468.261,693.516,478.931,699.689,845.419
390.468,253.361,251.789,495.256,31.250,348.951,174.092
382.559,653.820,506.720,235.846,593.229,390.151,642.208
587.306,294.030,685.500,446.055,402.560,471.340,463.285
472.615,658.491,821.856,294.586,507.475,498.340,673.839
306.857,454.823,402.886,605.938,1166.284,668.643,432.320
181.295,543.244,586.526,1123.961,601.467,306.800,749.770
582.245,597.184,544.315,274.163,457.405,906.988,616.827
543.175,255.906,172.992,538.182,765.661,937.921,466.576
666.081,346.689,601.001,718.574,249.391,681.281,614.914
728.303,600.999,288.689,551.807,676.587,625.214,552.563
407.117,643.121,826.594,272.843,184.556,338.724,688.946
234.134,174.352,458.209,611.801,386.044,786.217,227.579
407.433,773.106,360.834,884.670,208.894,439.419,298.984
764.603,597.756,543.461,119.214,705.292,566.889,470.854
199.593,474.387,655.614,564.382,872.202,315.417,686.174
530.314,378.893,420.123,751.763,551.338,31.250,512.483
654.066,387.163,487.875,773.711,381.630,369.583,622.669
503.874,290.601,548.720,536.375,685.256,499.136,657.951
442.884,691.278,313.479,590.824,402.582,727.499,334.158
387.563,572.390,590.611,595.360,405.057,540.313,533.957
625.284,412.445,571.219,434.798,369.530,553.502,334.349
400.059,621.254,779.476,405.386,884.355,533.847,388.775
388.706,682.472,585.083,385.542,686.363,584.122,730.257
479.183,773.829,643.407,48.849,610.230,769.807,490.075
507.367,365.461,52.032,659.554,435.175,539.113,668.436
234.847,588.487,588.548,561.147,318.070,583.816,509.730
534.455,486.850,796.062,570.085,415.538,296.252,587.756
264.218,220.190,705.613,432.069,473.769,687.363,669.933
283.386,658.550,231.549,314.234,521.989,519.522,370.453
298.089,244.854,586.529,416.218,180.712,210.402,277.420
549.587,508.190,643.416,550.554,271.385,516.838,412.242
347.189,607.367,456.327,311.411,272.658,815.089,477.479
183.307,364.454,642.263,268.136,388.901,921.235,610.770
546.871,699.505,530.728,795.131,383.662,472.251,617.397
343.072,699.835,597.734,441.980,768.682,633.724,480.169
518.134,593.268,409.667,317.510,535.001,857.972,681.177
605.426,326.996,528.012,866.424,522.792,664.549,340.459
354.499,247.984,525.006,525.670,617.718,484.455,479.480
679.515,783.059,222.873,429.448,484.079,500.135,641.628
257.459,671.375,481.967,268.625,480.976,749.481,556.272
443.208,805.091,226.344,541.880,494.370,411.975,668.361
689.150,541.839,498.542,619.583,641.301,618.564,591.565
737.736,138.799,642.914,445.034,439.515,31.250,584.108
509.914,596.650,280.877,445.202,643.447,674.850,469.002
344.757,332.265,836.627,406.263,361.211,629.605,426.599
464.819,466.627,576.628,329.411,556.000,359.581,915.629
678.904,225.322,214.534,682.879,982.149,650.779,394.255
389.931,525.442,682.811,536.499,659.231,454.552,88.387
499.608,762.237,185.505,311.313,758.638,537.054,164.644
438.876,533.809,528.534,496.525,356.148,342.694,152.525
355.962,216.687,446.867,637.618,924.183,260.042,607.074
561.031,621.523,933.464,475.698,770.061,406.751,309.641
680.274,528.640,105.063,656.905,345.691,666.682,387.454
799.795,586.561,607.800,228.123,368.867,103.252,306.744
513.589,513.413,740.460,295.615,410.492,650.862,152.469
412.033,589.375,491.164,598.185,288.382,875.940,361.193
382.229,317.466,418.844,673.136,692.723,737.303,840.514
836.057,656.473,329.814,606.757,428.208,325.671,675.892
280.641,447.160,581.057,451.540,245.564,660.147,444.563
289.729,512.781,636.463,609.474,686.899,250.936,395.843
317.138,365.933,946.804,507.656,456.084,510.162,370.609
396.401,647.856,546.314,326.400,542.720,416.093,855.992
233.873,659.744,632.208,206.052,429.859,516.787,473.302
618.117,555.233,672.764,562.456,312.130,468.484,270.217
625.390,153.966,329.584,296.517,447.438,344.603,665.629
237.423,419.784,383.037,710.942,626.240,547.407,54.773
542.891,300.902,323.496,295.681,281.930,215.761,198.045
233.610,571.187,313.172,540.750,489.201,165.324,349.122
367.088,539.312,537.464,682.524,557.298,342.778,70.063
404.278,263.890,504.742,611.368,214.078,403.326,604.512
489.216,751.523,646.558,142.046,598.181,578.482,494.467
944.820,376.791,560.215,477.750,160.575,570.344,438.327
587.683,346.160,672.200,850.999,700.951,463.314,637.193
832.240,1031.837,674.772,494.358,488.269,743.154,607.096
338.336,617.029,674.482,382.902,662.953,650.110,511.218
482.089,663.442,612.529,582.077,433.662,488.225,732.900
317.873,614.827,498.002,487.865,251.095,852.406,660.781
636.572,502.373,680.279,738.393,559.479,649.359,466.031
496.824,484.833,467.141,401.042,375.508,345.739,761.944
738.523,735.615,820.216,653.769,626.935,528.085,782.946
357.396,494.329,693.913,505.527,387.472,753.919,583.143
614.720,416.444,772.103,518.666,635.944,322.904,233.721
519.017,908.955,592.066,550.353,264.394,452.286,577.633
607.299,641.037,427.943,389.604,647.133,561.492,595.679
368.680,566.622,440.350,361.449,670.616,529.101,337.668
539.254,455.918,376.621,205.691,357.688,800.121,565.704
696.355,251.607,687.484,670.442,550.571,812.357,279.411
470.805,403.819,697.330,332.699,562.737,604.968,394.714
827.250,600.363,739.612,209.096,691.822,686.695,500.792
366.513,468.905,487.007,540.413,515.869,584.879,721.802
603.357,750.505,259.480,508.912,679.483,527.057,631.495
664.288,680.161,556.449,555.984,166.023,597.626,588.353
519.499,216.582,350.442,452.799,791.023,437.379,725.683
544.735,485.712,559.327,815.068,859.344,595.426,191.804
550.199,484.589,312.144,450.680,641.346,577.074,475.871
655.447,509.353,409.471,125.450,682.488,509.956,527.529
660.912,404.369,720.573,628.716,675.926,83.468,515.399
665.378,52.800,658.608,690.515,558.964,359.894,390.654
538.991,525.537,352.286,379.201,436.264,508.180,418.497
416.967,383.589,523.240,575.581,219.452,435.076,217.358
478.223,263.893,486.891,540.267,227.276,523.728,31.250
623.087,485.481,736.100,566.616,624.254,438.621,202.599
499.759,277.238,720.767,422.621,730.345,276.595,620.643
40.616,456.900,459.837,591.718,576.690,717.002,143.493
529.650,382.734,490.857,693.054,352.875,267.664,407.797
684.231,394.321,452.692,483.848,662.495,543.213,682.707
314.467,600.852,301.964,481.378,562.576,508.975,683.089
499.744,523.225,511.489,172.806,757.664,548.890,122.166
488.053,769.681,248.447,646.921,445.396,907.146,482.814
192.527,303.111,634.360,339.718,296.400,532.660,585.833
218.196,683.903,384.971,349.688,595.205,698.828,104.132
427.383,340.228,433.170,666.475,361.933,409.494,278.270
379.012,668.141,509.355,727.707,171.885,245.127,370.551
453.611,627.737,497.200,600.071,637.400,555.578,399.868
815.882,602.935,418.844,629.853,389.269,653.000,654.003
724.196,351.995,434.503,659.430,559.143,270.915,726.288
426.862,423.929,718.412,416.313,468.635,386.475,785.698
654.608,568.457,352.394,379.756,575.475,675.892,320.894
505.572,442.199,550.865,863.243,485.266,444.563,470.506
308.940,475.974,529.982,562.994,541.645,395.843,508.604
462.079,574.625,482.346,354.198,546.421,370.609,440.456
339.906,667.866,755.737,479.146,276.101,855.992,451.481
712.985,496.656,641.202,431.486,448.718,473.302,563.703
404.369,482.623,531.158,541.489,393.516,270.217,871.850
551.174,715.141,632.626,331.832,353.589,665.629,381.415
780.059,459.931,205.018,262.452,390.936,54.773,601.324
395.582,487.284,602.761,800.482,679.310,198.045,698.849
737.393,618.413,548.592,566.060,483.223,349.122,417.121
446.299,548.264,539.413,619.194,649.908,70.063,290.895
707.138,254.771,232.757,448.959,709.389,604.512,538.015
566.664,618.289,848.462,694.511,285.064,494.467,439.174
619.578,212.531,298.920,685.242,612.120,438.327,762.301
666.478,558.790,325.117,392.662,568.623,637.193,475.718
259.418,702.277,442.772,471.422,856.356,607.096,548.073
651.128,815.449,535.003,352.468,725.942,511.218,682.031
408.318,720.107,126.953,623.900,616.820,732.900,236.853
633.137,902.683,519.539,495.505,458.986,660.781,315.159
414.438,598.372,791.486,510.067,425.679,466.031,335.014
632.071,283.965,629.652,670.784,393.582,761.944,467.804
437.271,337.336,720.107,59.430,231.784,782.946,582.726
460.167,683.099,735.807,690.796,180.950,583.143,620.493
289.594,778.835,601.080,209.725,796.794,233.721,289.224
548.994,527.705,395.565,297.043,446.158,577.633,237.176
427.656,352.545,588.537,726.019,532.439,595.679,695.650
424.043,214.565,881.708,482.226,397.466,337.668,711.465
509.952,884.605,183.548,457.563,541.534,565.704,454.098
635.542,719.287,593.457,467.360,623.582,279.411,544.698
591.274,525.076,443.307,701.810,437.176,394.714,31.250
679.977,370.610,690.469,322.151,672.476,500.792,562.540
519.151,665.230,492.329,169.924,220.164,721.802,159.595
480.242,836.029,603.848,592.698,567.745,631.495,140.161
518.792,676.262,330.273,511.544,592.974,588.353,541.621
625.653,346.769,432.121,476.517,360.035,725.683,385.131
321.748,345.363,509.013,545.048,591.312,191.804,556.070
696.457,612.350,770.825,587.932,405.686,475.871,347.298
184.459,624.160,689.192,516.122,405.579,527.529,619.758
425.999,468.302,427.812,693.929,562.876,515.399,714.241
360.967,807.744,803.183,580.502,502.889,390.654,556.379
480.550,269.533,412.495,475.897,547.469,418.497,506.972
646.384,456.978,627.975,431.206,377.566,217.358,640.729
412.809,805.998,267.521,919.953,441.215,31.250,440.520
627.268,467.354,690.834,399.316,540.834,202.599,689.196
174.884,390.025,544.396,749.230,788.733,620.643,731.307
477.147,220.248,448.964,365.169,543.548,143.493,586.588
128.634,513.126,670.044,734.423,449.109,407.797,342.251
321.856,319.178,852.591,187.420,446.735,682.707,492.031
357.303,675.098,358.887,586.915,312.126,683.089,707.956
616.713,585.425,799.460,479.707,73.090,122.166,810.080
151.586,434.376,267.573,465.249,640.727,482.814,539.746
353.316,393.404,571.668,855.472,438.834,585.833,507.979
560.368,346.539,531.020,534.953,463.783,104.132,803.932
535.844,815.384,169.561,507.646,500.653,278.270,635.135
285.058,426.867,31.250,423.624,166.217,370.551,466.373
636.013,398.074,492.542,390.562,544.407,399.868,470.653
328.292,537.500,482.223,626.058,273.915,654.003,31.250
600.288,568.800,711.487,538.726,399.396,726.288,611.304
398.915,515.098,528.254,478.131,428.969,785.698,332.722
588.154,727.324,627.268,532.609,95.333,627.901,628.143
533.712,674.219,419.451,611.202,230.828,681.993,459.750
375.897,793.421,366.536,237.390,436.085,396.937,681.581
668.384,402.404,317.493,253.361,338.058,399.090,723.825
423.174,375.895,701.716,653.820,277.384,954.768,31.250
